author,autism,coords_from,country,id,label,lang,location,measl,mood,mump,published_at,response_id,retweeted_id,state,text,vaccin,vax,vaxin,x,y,zip
JohnGreen2008 (John Green ),0,location,gb,569069496314548224,0,en,"Nottingham, UK",0,2,0,2015-02-21 09:41:55 UTC,,569028754393194496,eng,RT @ProfKevinFenton: HIV: THIS!!--&gt; Scientists announce anti-HIV agent so powerful it can work in a vaccine.  http://t.co/iqSw7iAvMQ,1,0,0,-1.143924,52.949225,ng1 7
Mediadisdat (BA Haller),0,,,569114425178791938,1,en,,0,0,0,2015-02-21 12:40:27 UTC,,,,Minnesota - How anti-vaccine movement sounds to autistic community http://t.co/iqsOspMX7o,1,0,0,,,
kimberlymontse1 (kimberly montserrat),0,,,569125410287562753,-1,en,#EndWars  please #TeachPeace,0,-2,0,2015-02-21 13:24:06 UTC,568917257742520320,,,@sprbrighting @Vaccin8tionNews both sides of coin R no fun 4parents. no one wants2Ctheir kid sick w a disease or hurt by a vaccine,1,0,0,,,
dknotboy (CryptoKnot),0,,,569158643679145984,1,en,,0,2,0,2015-02-21 15:36:09 UTC,,569157418980151296,,RT @arstechnica: New HPV vaccine is effective against 9 strains of the virus http://t.co/YtjWNU4mL8 by @monkey_in_shoes,1,0,0,,,
Doomed_Society (Apprentice),0,,,569174408058814466,-1,en, NOW,0,-3,0,2015-02-21 16:38:48 UTC,,,,Vaccine horrors:  mutilation of children exposed in GRAPHIC photos of vaccines gone horribly wrong http://t.co/st4vJjcTpC via @HealthRanger,1,0,0,,,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,569199218650320896,-1,en,,0,-1,0,2015-02-21 18:17:23 UTC,,,,.@Betsy_McCaughey #healthfreedom FED MANDATORY VAX LAW IN WORKS PLZ RT&amp;SIGN! https://t.co/bMQI6CEmTd CONTACT CONGRESS!http://t.co/93pQlwexfP,0,1,0,,,
MahoyBot (andrew hildebrandt),0,,,569208085828345856,0,en,,0,0,0,2015-02-21 18:52:37 UTC,,569023969149517825,,RT @GaviSeth: #Vaccineswork: heat map of impact of immunization in 20th C US: http://t.co/mLyIN8hMvm via @Billgates @WSJ #dataviz http://t.…,0,0,0,,,
NancyVir (Nancy Virginia),0,location,gt,569216048366362625,0,es,Guatemala,0,-2,0,2015-02-21 19:24:16 UTC,,569215032535478272,,RT @NEJM: MT @JWatch: #HPV vaccine guards against more oncogenic types. What about practical problems? Coverage of @NEJM trial: http://t.co…,0,0,0,-90.232311,15.77625,
gingersospicy_ (GT),0,location,us,569223225571307520,0,en,"Orange County, California ",0,3,0,2015-02-21 19:52:47 UTC,,569223144554172417,ca,"RT @ItsElmosWorld: *windmill dunks condoms in trash can* RT @HuffingtonPost: Potential HIV ""vaccine"" stirs excitement http://t.co/0mdzedEebb",1,0,0,-117.765049,33.667101,
LadySnarksalot (Heather ),0,,,569254182085128193,1,en,,0,0,0,2015-02-21 21:55:47 UTC,,569165572795052032,,RT @DrJenGunter: Like docs who do chelation for vax injury? -&gt; @TorontoStar: This man claimed he could perform miracles for money http://t.…,0,1,0,,,
asdplayer35 (Marcus Doleire),0,,,569256669651341312,1,en,,0,2,0,2015-02-21 22:05:40 UTC,,,,New HPV vaccine is effective against 9 strains of the virus http://t.co/W8oNvrwROe,1,0,0,,,
ms_miff (Megan Smith),0,location,au,569332468425183232,1,en,"Sydney, Australia",0,-4,0,2015-02-22 03:06:52 UTC,,,nsw,"Very sad. Cervical cancer increasing, screening participation low in Japan; yet #hpv vaccination program suspended #2015pcc",1,0,0,151.206955,-33.869629,
uncleardegree (Noah Gauthier),0,location,us,569355313997983744,1,en,"Iron Mountain, Mi",0,0,0,2015-02-22 04:37:39 UTC,,,mi,Texas legislator faces prickly crowd on vaccination exemptions http://t.co/tosFUCriQl,1,0,0,-88.065254,45.820745,49801
HoneyBadger253 (Honey Badger),0,,,569389158281539584,-1,en,,0,0,0,2015-02-22 06:52:08 UTC,,565623393471713280,,RT @mission2heal: One of the sickest examples of vaccine industry corruption - Wyeth internal memo. http://t.co/puFVfirQYY via @wordpressdo…,1,0,0,,,
ljarratt (Lennie Jarratt),0,location,us,569464352731844608,0,en,"Round Lake Beach, IL",0,0,0,2015-02-22 11:50:56 UTC,,,il,Vaccine exemption changes proposed - http://t.co/QgV637op7J,1,0,0,-88.071029,42.383265,60073
lexinerus (lexinerus),0,location,co,569547901363490816,0,es,"Cali, Colombia",0,-2,0,2015-02-22 17:22:56 UTC,,,,ReTw chandhni_sharma: Indians Knew Small Pox Inoculation Before Jenner invented Vaccine: Harsh Vardhan: Union Scie… http://t.co/0Y4cS9R6UV,0,0,0,-76.517014,3.43863,
AylinMontanez (Aylin Denise ),0,,,569556591231373312,-1,en,,0,-2,0,2015-02-22 17:57:27 UTC,,563194008449458177,,RT @conspiracystory: Flu shots/ Vaccinations http://t.co/ipJRYGkOuB,1,0,0,,,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,569590656416358400,-1,en,,0,-1,0,2015-02-22 20:12:49 UTC,,,,.@libertychick80 #healthfreedom FED MANDATORY VAX LAW IN WORKS PLZ RT&amp;SIGN! https://t.co/bMQI6CEmTd CONTACT CONGRESS!http://t.co/93pQlwexfP,0,1,0,,,
skeevis (Zvi Band),0,location,us,569599162519388160,1,en,DC,1,0,0,2015-02-22 20:46:37 UTC,,569598213486825473,dc,RT @conradhackett: How the measles vaccine halted the spread of measles  http://t.co/GBZUtPG6ye http://t.co/LybqHfEore,1,0,0,-77.031959,38.89037,20004
suzetteclark13 (suzette clark),0,,,569624217794310145,-1,en,,1,-5,0,2015-02-22 22:26:11 UTC,,563442988525699074,,RT @JamesVGrimaldi: Measles killed my sister when I was 1. Vaccine was released after she died. She had no chance. Your kids do. #TBT http:…,1,0,0,,,
mybestpicksever (SPEAKING MY MIND),0,,,569661675508539393,-1,en,,0,-1,0,2015-02-23 00:55:01 UTC,,568897889461600257,,RT @infowarsstories: #CDC #Vaccine Hoaxes Exposed  - https://t.co/cJsXkQLY7b #infowars,1,0,0,,,
MisterWriter (Andre Gensburger),0,location,us,569697816836050944,1,en,USA,0,-2,0,2015-02-23 03:18:38 UTC,569683866484494337,,,@dkegel I also check the adverse reaction database. And no I am not anti vaccine just selective.,1,0,0,-98.58,39.83,
AnonFatCat (AnonFatCat),0,,,569719687065538560,-1,en,United States of Martial Law,0,-3,0,2015-02-23 04:45:32 UTC,,,,"#TIME is looking for ""the crazies"": It's their boss, #BigPharma.The #awakened don't buy #vaccine lies from criminals. http://t.co/MWlHVa5CLa",1,0,0,,,
lise_latulippe (Lise Latulippe),0,location,us,569760485211541504,0,en,Brampton.Ont,0,0,0,2015-02-23 07:27:39 UTC,,,ky,A reduction of 23.1 per cent!.Fact-checking the arguments on the PM’s vaccine record  https://t.co/7srCL2Amxn via @yahoocanadanews,1,0,0,-87.440751,37.552672,42455
miles_wilma (wilma miles),0,,,569773966715441152,-1,en,,0,-2,0,2015-02-23 08:21:14 UTC,,,,Why #Japan banned MMR vaccine | Daily Mail Online http://t.co/YvDX8dT004  Same findings as Wakefield,1,0,0,,,
miles_wilma (wilma miles),0,,,569828738659172352,-1,en,,0,0,0,2015-02-23 11:58:52 UTC,,569692705573314560,,RT @Vaccin8tionNews: .@sarahzview #healthfreedom US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN&amp;RT! https:/…,1,0,0,,,
Umer__Mansoor (Umer Mansoor Shah),0,,,569857706476982272,0,en,Delhi. Srinagar JK,0,-4,0,2015-02-23 13:53:59 UTC,,569479226618834945,,"RT @timesofindia: Swine flu vaccine 'dries up' in Kashmir, doctors at risk http://t.co/fxgqbluu7Y",1,0,0,,,
BeuermanAsd (Provaxchoice),0,,,569878266800009217,-1,en,,0,-2,0,2015-02-23 15:15:41 UTC,,,,.@NBCLA STOP FORCED VACCINATION http://t.co/DhsFZvGcK8 … … … … … http://t.co/LpQIMjXS19      #CDCwhistleblower,1,0,0,,,
miles_wilma (wilma miles),0,twitter,za,569902358999797760,-1,en,,1,0,1,2015-02-23 16:51:25 UTC,,,south africa,"#DUMPMERCK  Vaccine Adverse Events Reporting System, over 100 deaths have been logged in association with measles, mumps and rubella vaccine",1,0,0,18.4889101,-34.1218142,
jaymoneeey (☮ jamey),0,location,us,569907839038296065,0,en,♌️leo,0,12,0,2015-02-23 17:13:11 UTC,,569905554744848384,in,"RT @marisajade_7: She's morphine, queen of my vaccine.. my love, my love, love, love",1,0,0,-85.011174,41.222833,46765
PassionofDrums (PassionofDrums),0,location,us,569921672733704193,-1,en,Charles Moore Dance Theatre,0,0,0,2015-02-23 18:08:10 UTC,,,ok,Anti-vaxx Seattle councilman: “Tinfoil hat-wearing folks” deserve representation http://t.co/r1eBJr8Vvi,0,0,0,-97.471146,35.33168,73160
loupalu (Louie Palu),0,,,569929760815616000,0,en,,1,0,0,2015-02-23 18:40:18 UTC,,569928261981089792,,RT @ajam: German toddler dies of measles amid vaccine debate http://t.co/nIMurOB365,1,0,0,,,
GissiSim (Gissur Simonarson),0,location,no,569971914090934274,0,en,"Oslo, Norway",0,0,0,2015-02-23 21:27:48 UTC,,,,#ISIS trolls #US by showing off their own Vaccination Campaign in new photos released by the group - @BuzzFeedNews  http://t.co/s8fGwAIUFq,1,0,0,10.74998,59.91228,0155
monika3377 (Monika),0,,,569990563254177792,-1,nl,,0,0,0,2015-02-23 22:41:54 UTC,,569580136900661248,,RT @davidicke: Vaccine Fascism - California bill would end all vaccination loopholes except medical: http://t.co/KMa0mL9Q8v http://t.co/M7g…,0,0,0,,,
Flickar (Nikole Cornish),0,location,au,570008365704675330,-1,en,Australia,0,-1,0,2015-02-23 23:52:39 UTC,,,,#CDCwhistleblower #vaccineinjury #vaccinetruth #hearthiswell #infowars  CDC Vaccine Hoaxes Exposed: http://t.co/E6XxqUkkBl via @YouTube,1,0,0,136.099915,-31.934566,
HVSresearch (Helen V Smith),0,location,au,570012184115195904,0,en,"Brisbane, Queensland",0,0,0,2015-02-24 00:07:49 UTC,,569986355721342976,qld,RT @History_Pics: 23 February 1954: The first mass inoculation of children against polio with the Salk vaccine began. http://t.co/I0zwqQFmei,1,0,0,153.022827,-27.46888,
joeyyeo13 (joseph price),0,location,us,570015659175718913,0,en,Missouri,0,-1,0,2015-02-24 00:21:38 UTC,,,mo,CNN: Hiding Hilary's Biggest Statement Has Been About Vaccines: http://t.co/oJqduHT1Pk via @YouTube,1,0,0,-92.436588,38.258894,
"luckykelsey (Kelsey, M.S.)",0,,,570105354840870912,-1,en,,0,-3,0,2015-02-24 06:18:03 UTC,,554357711094439937,,RT @VaxChoiceVT: Washington State Nurses Association is suing against mandatory vaccination. http://t.co/LysCS3gmCs,1,0,0,,,
buscadetusalud (Tu-Salud  CFA-RCM),0,location,us,570183629592076288,1,en,Puerto Rico,0,0,0,2015-02-24 11:29:05 UTC,,,pr,"As states try to crack down on non-medical exemptions to school vaccine mandates, antivaccinationists lose it ... http://t.co/FrYSh2RtjM",1,0,0,-66.581348,18.2016,
TannersDad (TannersDad Tim),0,location,us,570227008141074432,-1,en,"Catlin, IL",0,-2,0,2015-02-24 14:21:27 UTC,,570218124726771712,il,RT @hungarianhummin: Stop 277! Petition against Forced Vax to attend school in Cal: https://t.co/TI9xwGHspk via   @Vaccin8tionNews @ceestav…,0,1,0,-87.700719,40.065045,61817
rblotnicky (Master Muppet ™),0,location,us,570265519879806976,1,en,©anada$,0,5,0,2015-02-24 16:54:29 UTC,,,ok,"USA President Obama considering making vaccinations, preventable infections next great public health effort, estimated to save trillions-wtf",1,0,0,-98.243704,35.073165,73005
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,570283678452076544,-1,en,,0,0,0,2015-02-24 18:06:38 UTC,,,,.@LilyDane1 #healthfreedom US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NflJQg PLZ SIGN&amp;RT! https://t.co/bMQI6CmM1F,1,0,0,,,
"Vaccin8tionNews (Sandy Gottstein,M.A.)",0,,,570283813252812800,-1,en,,0,0,0,2015-02-24 18:07:11 UTC,,,,.@thehealthrebel #healthfreedom US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NflJQg PLZ SIGN&amp;RT! https://t.co/bMQI6CmM1F,1,0,0,,,
RetroBaltimore (Retro Baltimore),0,location,us,570286222918230016,0,en,"Baltimore, Md.",0,0,0,2015-02-24 18:16:45 UTC,,,md,"In The Sun, Feb. 24, 1954: Children receive first injections of Jonas Salk’s polio vaccine: http://t.co/64u3vjauGk http://t.co/9BeQrILz9l",1,0,0,-76.609264,39.290585,21202
ototoi_kiyagare (一昨日来やがれ！),0,,,570381297140436992,-1,ja,,0,-2,0,2015-02-25 00:34:33 UTC,,570267053619220481,,RT @HealthRanger: America's #vaccine narrative now mirrors Nazi Germany's #eugenics propaganda: SEE THE POSTERS http://t.co/TwL8IGZnCU,1,0,0,,,
whaddup_bren (Brenna Falk),0,location,us,570393749840392192,1,en,Hopkins,0,-1,0,2015-02-25 01:24:02 UTC,563371104475942913,,mi,“@jacksonj_rachel: There's no vaccination for stupidity” man I know Hopkins got me out here with some D's #strugglin,1,0,0,-85.762404,42.62404,49328
UCLAHealth (UCLA Health ),0,location,us,570394196420530176,0,en,"Los Angeles, CA",0,-1,0,2015-02-25 01:25:48 UTC,,,ca,"Watch UCLA's @drbrucenbcla report on brain cancer vaccine live on KNBC Channel 4, between 5pm-6pm. http://t.co/RCxjUWNDug",1,0,0,-118.245319,34.05349,90012
WorldIllum (Θρασύμαχος),0,,,570436551005466624,1,el,,0,-2,0,2015-02-25 04:14:06 UTC,,,,Don't argue about vaccination with Rob Schneider if you value your sanity:   California Assemblywoman Lorena ... http://t.co/cHGfhk75XW,0,0,0,,,
JefPrager (Jeff Prager),0,,,570438449364402177,-1,en,,0,-7,0,2015-02-25 04:21:39 UTC,,,,"3450 people brain injured or killed by vaccines to the tune of almost 3 billion, Vaccine Injury Compensation Program.",1,0,0,,,
bettinnaaa (Bettina Schneider),0,,,570439083022946304,1,en,FiveOhSeven & Hamtown,0,1,0,2015-02-25 04:24:10 UTC,,,,"If you think that there is any correlation between Austism and the MMR vaccine, or even any vaccine, I honestly dont want to be your friend.",1,0,0,,,
AKallery (Alex Kallery),0,,,570569497213476866,1,en,,0,2,0,2015-02-25 13:02:23 UTC,,570535237916200960,,RT @TheEconomist: Why James Wilson and The Economist supported compulsory vaccination in 1853 http://t.co/XKZttPSUru http://t.co/YOPsiV2zbj,1,0,0,,,
physorg_com (Phys.org),0,,,570582469642207232,1,en,,0,2,0,2015-02-25 13:53:56 UTC,,570582467679268864,,RT @medical_xpress: #Twitter could bring better understanding of #vaccine refusal patterns http://t.co/VJL6XcaLQ3,1,0,0,,,
NetBSD_builds (NetBSD builds),0,,,570588597419581440,0,en,Worldwide!,0,0,0,2015-02-25 14:18:17 UTC,,,,started: kernel-vax http://t.co/JcziDO0vDQ,0,1,0,,,
mariekenkaefer (Marieke Degen),0,,,570598818535907328,0,en,,1,0,0,2015-02-25 14:58:54 UTC,,570580130051055616,,"RT @HaertlG: #Measles #Germany Health authorities r providing post-exposure vaccinations 2 asylum seekers,&amp; strongly encouraging MMR vaccin…",1,0,0,,,
shaun_shook (Shaun Shook),0,,,570600834754592769,-1,en,,0,0,0,2015-02-25 15:06:54 UTC,,570595487767773184,,RT @ConservativeCsp: US citizens please sign &amp; share this vital petition to stop mandatory vaccination: https://t.co/o1OZa3EsSJ #CDCwhistle…,1,0,0,,,
DubeEve (Eve Dubé),0,location,ca,570608703046623233,1,fr,"Québec, Canada",0,0,0,2015-02-25 15:38:10 UTC,,,,Confusion between anecdotes and evidence with the HPV vaccine in the Washington Post http://t.co/PUF1dIIM2z,0,0,0,-96.811451,62.395819,
HoneyBadger253 (Honey Badger),0,,,570624687950012416,-1,en,,0,-1,0,2015-02-25 16:41:41 UTC,,568477928587005952,,RT @LaLaRueFrench75: @VaccineXchange WA State Rep Voting to Yank Vaccine Exemptions JOKES About Getting Vax Brain Damage http://t.co/aj7UV9…,1,1,0,,,
iamKyleFox (Kyle Fox),0,location,us,570627299768442880,1,en,San Jose,0,0,0,2015-02-25 16:52:04 UTC,,,ca,The HPV vaccine works. So why aren't more girls getting inoculated? &gt;&gt; http://t.co/SinksbAWq4,1,0,0,-121.885794,37.338475,95113
josewhales (mike),0,location,us,570676704177311744,0,en,Ozark Mountains,0,-2,0,2015-02-25 20:08:23 UTC,,,nj,4 Surprising Facts About The Flu Vaccine http://t.co/J3Pu2pin7C,1,0,0,-74.355367,40.672461,07092
HoneyBadger253 (Honey Badger),0,,,570715201273769984,-1,en,,0,-5,0,2015-02-25 22:41:22 UTC,,568539633232928768,,RT @LaLaRueFrench75: Washington Rep brings down the house by mocking vaccine induced brain damage: https://t.co/K8rV2v20uZ #Edited #CDCwhis…,1,0,0,,,
the2x2project (the2x2project),0,location,us,570749701219356673,1,en,"New York, NY",1,6,0,2015-02-26 00:58:27 UTC,,570621747872948224,ny,RT @womenshealth: Your best protection against #measles is MMR vaccine. It’s safe &amp; effective. Make sure your MMR’s up to date. http://t.co…,1,0,0,-74.007124,40.71455,10007
amcquinn (amcquinn),0,location,ca,570767255157350401,1,en,"Saint John, New Brunswick",0,0,0,2015-02-26 02:08:12 UTC,,566003612758073345,nb,"RT @ImmuneHealthMom: When You Hear ""Anti-Vaxer"" think ""Parent of a Vaccine-Disabled Child"" http://t.co/u4SwuqxfVA #CDCwhistleblower #4Justi…",1,0,0,-66.064124,45.273429,e2l
RogueHealth (Rogue Health LLC),0,location,us,570858545027133440,-1,en,"Medford, OR",0,0,0,2015-02-26 08:10:57 UTC,,,or,Vaccine researcher Wakefield to testify in Oregon http://t.co/L1t9lHMtBa,1,0,0,-122.875614,42.32356,97501
"luckykelsey (Kelsey, M.S.)",1,,,570861061605367808,-1,en,,0,0,0,2015-02-26 08:20:57 UTC,,570751701281587202,,RT @ForHealthChoice: Trump: #Vaccine Dosage Linked to #Autism #autismspeaks10 @realDonaldTrump @TannersDad @AgeofAutism @vaccineepidemic  h…,1,0,0,,,
ShelterSense (R. Mark Sink),0,location,us,570903873491238912,-1,en,Florida,0,-3,0,2015-02-26 11:11:04 UTC,,,fl,Pro-Vaxxers are the new pro-lifers: Religious hysteria trumps rational discussion in the vaccine debate  http://t.co/pa6ufwxGjN,1,0,0,-83.832764,27.76102,
HoneyBadger253 (Honey Badger),0,,,570922434737491968,-1,en,,0,-4,0,2015-02-26 12:24:50 UTC,,570653251240112128,,RT @ForHealthChoice: Massive Fraud In Merck MMR Vaccine Testing #autismspeaks10 http://t.co/edwIZVViCd,1,0,0,,,
laurenedoyle (Lauren Doyle),0,location,us,570965791811747840,1,en,"Cincinnati, OH",0,0,0,2015-02-26 15:17:07 UTC,,,oh,Botched exposé of HPV vaccine's 'dark side' reveals dark side of news business http://t.co/lQBx1g4c9R,1,0,0,-84.504552,39.106614,45202
BooksByTara (Tara McClintick),0,location,us,570985554759847936,-1,en,Ohio,0,0,0,2015-02-26 16:35:39 UTC,,570223147087106048,oh,RT @jonrappoport: The worship of vaccination in the Holy Temple. http://t.co/QjcOZ1pdk2 #CDCwhistleblower,1,0,0,-82.669468,40.190331,
aspiesmom (aspiesmom),0,,,571007376012263424,-1,en,Pinterest #CDCwhistleblower,0,0,0,2015-02-26 18:02:21 UTC,,571006009109409792,,RT @Vaccin8tionNews: .@sfliberty US Gov't Moves on Nationwide Adult Vaccination http://t.co/zLj8NfDkHO PLZ SIGN &amp; RT! https://t.co/bMQI6CEm…,1,0,0,,,
beefree (Chaffee Cline),0,location,us,571029035129692161,-1,en,"Mendocino, CA",0,-1,0,2015-02-26 19:28:25 UTC,,,ca,"if ever bullied by Dr.s, School's, business's ...etc.. have them sign this ""Vaccine safety Plan"" form:... http://t.co/YSaXJl5wYT",1,0,0,-123.798924,39.30762,95460
TinaAmbani (Tina Anil Ambani),0,location,in,571084094429200386,0,en,"Mumbai, India",0,0,0,2015-02-26 23:07:12 UTC,,,mh,Flu Vaccine Just 18% Effective This Year http://t.co/4SvYoBCMgJ,1,0,0,72.875877,19.076191,
JTFitnesschal (Fitness Challenge),0,location,us,571088153068462083,0,en,"Concord, NH",0,-3,0,2015-02-26 23:23:20 UTC,,,nh,Flu Vaccine Just 18% Effective This Year: It’s no secret this year’s flu shots didn’t work as well as doctors ... http://t.co/z7dD2WU3UO,1,0,0,-71.536604,43.20725,03301
Taylor_Minaya (#Taylor Minaya),0,,,571095792653615104,0,es,IG Taylor_Minaya,0,-8,0,2015-02-26 23:53:42 UTC,,,,(#Yeremiito21) Heat Blamed for Spray Vaccine's Failure Against Swine Flu: Company blames heat f... http://t.co/GFwuczXvtB (#Yeremiito21),0,0,0,,,
jessgodde (Jessica Godde),0,,,571096019221352448,-1,en,,0,-2,0,2015-02-26 23:54:36 UTC,,570760188401094656,,RT @dragonglassusa: Do you own your body or does the govt? #vaccination should be a CHOICE esp since it carries risk http://t.co/xgg0qeLYoU…,1,0,0,,,
VaxChoiceVT (VaxChoice VT),0,location,us,571115385409421312,-1,en,Vermont,0,-1,0,2015-02-27 01:11:33 UTC,,,vt,"Jennifer Margulis, Ph.D.: ""There is no place for forced vaccination in a free society."" http://t.co/gnvGs5dg2E",1,0,0,-72.451653,43.871655,
Thewolf_79 (wolfsburg),0,location,us,571149340892368896,1,en,NYC,1,0,0,2015-02-27 03:26:28 UTC,,,ny,Why One Family At The Center Of The Measles Outbreak Is Reconsidering Their Anti-Vax Position http://t.co/RLgu5UxPft,0,1,0,-74.007124,40.71455,10007
HoneyBadger253 (Honey Badger),0,,,571166368592048129,-1,en,,0,-6,0,2015-02-27 04:34:08 UTC,,569865081564983296,,RT @jonrappoport: Richard Sacks &amp; I discuss CDC fraud and the dangers &amp; dubious claims of vaccines &amp; vaccine science. http://t.co/23G77swuV…,1,0,0,,,
alaskanpolarcat (bruce rosga),0,location,us,571218281501204480,-1,en,"Dexter, Maine",0,-2,0,2015-02-27 08:00:25 UTC,,571217663881404416,me,RT @Biegenzahn: .@GeneralRoth DEATH Has Always Been A Vaccine Complication http://t.co/yAOtbKHTln #NoOnSB277 #CAgov #NoMandates #ParentalRi…,1,0,0,-69.289633,45.023724,04930
mywabot (Live Breaking News),0,,,571280032942981121,0,en,Isaac Asimov,0,0,0,2015-02-27 12:05:48 UTC,,,,#Decision on Ebola mass vaccination in August at earliest: WHO http://t.co/oGIWL01rdX #news,1,0,0,,,
ThomasForOHIO (Brian Thomas),0,location,us,571282560887738368,0,en,"Springboro, Ohio",0,0,0,2015-02-27 12:15:51 UTC,,,oh,Indiana House defeats HPV vaccination bill http://t.co/WtXiNbnC01,1,0,0,-84.233019,39.5565,45066
fp_ntc (Family Planning NTCs),0,location,us,571319630305865728,0,en,USA,0,0,0,2015-02-27 14:43:09 UTC,,571316394610049024,,RT @ASTHO: CDC Adds Gardasil 9 to Routine Vaccination List: http://t.co/GuFAZknGvf,1,0,0,-98.58,39.83,
pallofpt (John Pallof),0,location,us,571350874980614144,1,en,"Boston, Massachusetts",0,0,0,2015-02-27 16:47:18 UTC,,,ma,For the anti-vaccine people who take medical advice from Jenny McCarthy and one completely fabricated study http://t.co/w6ONnZQqky,1,0,0,-71.056699,42.358635,02109
0riginalwannabe (Emma),0,location,sg,571375696636977154,1,en,09/04/12,0,0,0,2015-02-27 18:25:56 UTC,,571243924704108544,,RT @Callan_Scott: 1st vaccination done #yellowfever #Uganda,1,0,0,103.834728,1.246825,09
MathesChris (Chris Mathes),0,,,571427789489836032,0,en,,1,1,0,2015-02-27 21:52:56 UTC,,571423377778450432,,RT @CRiverLabs: A #measles outbreak in California has sparked a #vaccination debate nationwide. Discussing vaccine safety on Eureka: http:/…,1,0,0,,,
dewHankMoody (Heiko Richter),0,,,571462938533466113,1,de,,0,0,0,2015-02-28 00:12:36 UTC,,,,A Message for the Anti-Vaccine Movement. https://t.co/bOoiznd0Bx #jimmykimmel,0,0,0,,,
brantsilvers (Brant Silvers),0,location,us,571523086081794049,1,en,"New York City, NY ",0,-2,0,2015-02-28 04:11:36 UTC,,570980414556233729,ny,RT @IPPF_WHR: #HPV: the only vaccine that prevents #cancer is also the least understood via @yahoohealth http://t.co/vYQEk17PmG #reprohealth,1,0,0,-74.007124,40.71455,10007
PCN_Kinesiology (PCN Kinesiology),0,location,ca,571610445775171584,0,en,"Edmonton, Alberta",0,1,0,2015-02-28 09:58:44 UTC,,,ab,"Novel anti-cancer DNA vaccine may fight aging, chronic inflammation and osteoporosis http://t.co/fptgrulie6",1,0,0,-113.490374,53.54622,t5j
Maria_Dorfner (Maria Dorfner),0,,,571644457822494720,0,en,Travelling,0,2,0,2015-02-28 12:13:54 UTC,,571643864307658752,,RT @NewHealthDoc: CDC say Flu Vaccine only 18% effective this year and 9% in seniors!A rare event likely to improve in 2015-16 batch-Still …,1,0,0,,,
LakersGold (Sardo Numsbaugh),0,location,us,571721314496430080,0,en,Los Angeles,0,0,0,2015-02-28 17:19:18 UTC,,571720398376722432,ca,RT @ABC: CDC: Flu vaccine less effective than expected: http://t.co/g7VBb7YHYu,1,0,0,-118.245319,34.05349,90012
Healths_news (Healths),0,,,571757008723918848,0,en,,0,2,0,2015-02-28 19:41:08 UTC,,,,Flu Vaccine Less Effective Than Expected: CDC - WDAZ: WDAZFlu Vaccine Less Effective Than Expected: CDCWDAZA p... http://t.co/Pxelc7mG8j,1,0,0,,,
_bhickman (Barbara C. Hickman),0,,,571764183798325248,-1,en,,1,0,0,2015-02-28 20:09:38 UTC,,566651503013007360,,"RT @MeriaHeller: Vaccine Strain of Measles Virus Found in Measles Outbreaks - Dr. Suzanne Humphries, M.D. | CLG News http://t.co/Pfi40XK07k",1,0,0,,,
pradaredefined (Protyusha Dey),0,location,in,571789226800369664,1,en,India,0,0,0,2015-02-28 21:49:09 UTC,,571785430103949312,,RT @THR: Jimmy Kimmel Unleashes Expletive-Filled Vaccine PSA (Video) http://t.co/5IUT8JAby3 http://t.co/TxfWuy07d3,1,0,0,82.71767,21.504394,
TreeveMama (Melissa Watson),0,,,571791818070867968,-1,en,,0,3,0,2015-02-28 21:59:27 UTC,,571774501970550784,,RT @huckleview: WOW! Oregon Senator sponsoring ending vaccine exemption CRUSHES HERSELF http://t.co/IqK6THKOZY #wearethepeople just wanting…,1,0,0,,,
Ronnie_Taylor (✌️),0,location,us,571809867570155522,1,en,"Sanger, CA",0,-4,0,2015-02-28 23:11:10 UTC,,,ca,anti-vaccination people are fucking idiots.,1,0,0,-119.556349,36.708485,93657
sylviecola (Sylvia Colasacco),0,,,571883522236936193,-1,en,Oragami,0,-3,0,2015-03-01 04:03:51 UTC,,571343047453118464,,"RT @Wonderwon: @jimmykimmel ""anti vaccination silliness"" started when children seriously injured by vaccines! http://t.co/CIiD855Ymy http:/…",1,0,0,,,
cmshoenick (US Labor Department),1,location,us,571905672381665280,1,en,"madison, wisconsin",1,0,0,2015-03-01 05:31:52 UTC,,,wi,VideoThe measles vaccine doesnt cause autism,1,0,0,-89.386694,43.07295,53703
kjsiddiqui (Khalid Siddiqui),0,,,571910969451929600,1,en,,1,0,0,2015-03-01 05:52:55 UTC,,569624942729433089,,RT @annie_sparrow: Mass vaccination ended smallpox &amp; almost polio but ant-vaxers have caused measles resurgence. http://t.co/g0o0vp1DNY htt…,1,0,0,,,
LeafsHub (Leafs Hub),0,location,us,572043761926201344,1,en,Leafs Nation,0,1,0,2015-03-01 14:40:35 UTC,,572043712710242304,wa,"RT @LeafsNation905: @LeafsHub  It is, but Jenny McCarthy won't allow the release of proper Vaccine.",1,0,0,-122.058667,46.755797,98304
